Remote Host,Logname,User,Time,Request,Status,Bytes Sent,Referer,User-Agent
152.58.204.77,-,-,[28/Jul/2024:19:08:32 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:08:32 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:08:32 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:08:32 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
43.129.169.161,-,-,[28/Jul/2024:19:08:35 +0000],"HEAD /Core/Skin/Login.aspx HTTP/1.1",404,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
152.58.205.228,-,-,[28/Jul/2024:19:10:28 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
152.58.205.228,-,-,[28/Jul/2024:19:10:28 +0000],"GET /index.js HTTP/1.1",200,9384,"https://botd.cs14research.in/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
152.58.205.228,-,-,[28/Jul/2024:19:10:28 +0000],"GET /api/rules HTTP/1.1",200,8340,"https://botd.cs14research.in/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
152.58.205.228,-,-,[28/Jul/2024:19:10:28 +0000],"GET /favicon.ico HTTP/1.1",200,15406,"https://botd.cs14research.in/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
135.125.244.48,-,-,[28/Jul/2024:19:12:21 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.244.48,-,-,[28/Jul/2024:19:12:21 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
198.235.24.28,-,-,[28/Jul/2024:19:23:01 +0000],"GET / HTTP/1.1",200,6,"-","-"
152.58.221.81,-,-,[28/Jul/2024:19:26:35 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:36 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:36 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:38 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:38 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:38 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:38 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:38 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:40 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:40 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:40 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:40 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.81,-,-,[28/Jul/2024:19:26:40 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.223.123,-,-,[28/Jul/2024:19:40:23 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:23 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:24 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:25 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:33 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:34 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:35 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:35 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:47 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:48 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:48 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:40:49 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.221.110,-,-,[28/Jul/2024:19:41:01 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:01 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:01 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:06 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:06 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:06 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:06 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:06 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:08 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:08 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:08 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:08 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:08 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.223.123,-,-,[28/Jul/2024:19:41:51 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:41:52 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:41:53 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:41:54 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:19:41:55 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.221.110,-,-,[28/Jul/2024:19:41:58 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:58 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:58 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:58 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:58 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:59 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:59 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:59 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:59 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:41:59 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:00 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:00 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:00 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:00 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:00 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:01 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:02 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:03 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.110,-,-,[28/Jul/2024:19:42:03 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
